Client_ID,Service_Type,Monthly_Revenue,Contract_Length,Support_Tickets,Satisfaction_Score,Payment_Delay,Cloud_Usage,Security_Incidents,Churn
5121,Support,14638.0,36,3,2.7,41,56,6,1
5122,Security,9931.0,12,20,2.4,46,53,6,0
5123,Support,,36,20,2.3,26,26,3,0
5124,Cloud,,12,3,3.0,27,99,5,0
5125,Support,31411.0,12,19,1.7,59,90,0,0
5126,Security,25534.0,12,26,2.8,30,65,5,0
5127,Cloud,41828.0,36,20,4.8,46,92,0,0
5128,Security,34181.0,36,27,1.1,6,36,4,0
5129,Support,42533.0,12,21,1.7,7,80,3,0
5130,Security,24996.0,24,6,4.1,31,99,5,0
5131,Security,,12,14,1.5,10,78,4,0
5132,Infrastructure,45146.0,24,21,2.1,47,11,4,0
5133,Support,23073.0,12,16,2.8,25,89,2,0
5134,Support,12130.0,36,17,4.8,54,71,9,0
5135,Security,34405.0,24,6,1.7,24,84,1,0
5136,Infrastructure,40954.0,36,29,4.7,6,96,6,0
5137,Support,10789.0,24,18,3.9,19,15,9,0
5138,Cloud,33930.0,24,27,3.7,40,74,7,0
5139,Security,22529.0,24,9,3.9,56,27,4,0
5140,Support,,24,26,1.1,50,64,8,0
5141,Cloud,,36,12,1.4,57,76,0,0
5142,Support,23296.0,24,1,2.3,29,66,2,0
5143,Cloud,37244.0,12,21,1.3,55,28,7,1
5144,Security,5296.0,12,26,5.0,0,83,4,0
5145,Support,7409.0,24,19,3.3,17,93,1,0
5146,Support,39229.0,36,27,2.9,7,20,9,0
5147,Infrastructure,35846.0,36,10,4.1,28,93,8,0
5148,Security,40036.0,24,4,4.9,39,64,0,0
5149,Cloud,44322.0,36,5,4.8,21,46,2,0
5150,Support,32167.0,36,2,4.2,31,95,3,0
5151,Support,33991.0,36,0,2.5,39,13,6,0
5152,Cloud,,24,2,1.3,13,22,3,0
5153,Security,12358.0,12,2,1.4,55,79,1,1
5154,Infrastructure,27588.0,12,21,1.0,1,67,1,0
5155,Infrastructure,22671.0,12,3,1.0,34,11,9,1
5156,Support,22502.0,12,6,4.7,6,69,0,0
5157,Cloud,30128.0,12,28,4.7,2,98,6,1
5158,Support,36645.0,36,14,3.7,14,41,8,0
5159,Cloud,12637.0,36,10,3.9,42,72,9,0
5160,Infrastructure,5660.0,36,17,3.1,33,69,1,0
5161,Security,46675.0,24,11,2.0,21,35,6,0
5162,Cloud,11922.0,36,3,4.7,17,99,7,0
5163,Infrastructure,33161.0,12,23,2.1,45,31,2,0
5164,Support,49721.0,36,10,4.0,17,83,3,0
5165,Cloud,8970.0,12,5,2.0,58,96,8,0
5166,Security,8407.0,36,25,4.5,33,13,3,0
5167,Support,32843.0,12,18,3.6,35,25,5,0
5168,Support,14046.0,36,25,3.6,45,72,7,0
5169,Infrastructure,28800.0,12,27,1.4,38,51,9,0
5170,Cloud,19547.0,12,17,2.7,46,42,1,0
5171,Support,,24,14,3.1,37,22,0,1
5172,Security,36389.0,36,2,2.2,36,55,6,0
5173,Cloud,35346.0,12,16,4.5,51,22,0,1
5174,Security,27748.0,36,0,4.4,17,42,3,0
5175,Support,41855.0,12,1,3.0,42,23,4,0
5176,Security,30848.0,24,29,2.4,39,17,1,0
5177,Infrastructure,12607.0,24,18,4.2,28,99,9,0
5178,Security,41787.0,24,28,1.8,11,95,3,1
5179,Cloud,38583.0,24,8,1.3,17,55,9,0
5180,Security,17563.0,12,7,1.2,30,10,6,0
5181,Security,38690.0,36,11,1.2,14,68,3,0
5182,Infrastructure,34176.0,24,26,3.0,58,69,0,0
5183,Security,19925.0,24,26,2.0,39,58,9,0
5184,Security,26251.0,24,14,3.8,57,89,3,0
5185,Support,22648.0,36,24,3.6,29,70,5,0
5186,Support,,12,22,3.2,35,32,4,0
5187,Cloud,15979.0,12,6,2.4,27,14,3,1
5188,Support,7722.0,12,20,4.4,52,94,1,0
5189,Support,10355.0,12,15,3.8,14,59,9,1
5190,Support,33799.0,36,6,2.1,42,45,5,0
5191,Support,,36,19,3.0,32,29,5,0
5192,Infrastructure,37705.0,36,20,1.6,1,52,5,0
5193,Support,48909.0,24,11,2.3,58,17,3,0
5194,Infrastructure,28070.0,36,16,5.0,7,99,7,0
5195,Infrastructure,,12,10,1.9,47,50,0,0
5196,Support,26737.0,36,3,3.8,32,34,9,1
5197,Security,28241.0,24,18,2.0,34,16,7,0
5198,Infrastructure,32414.0,12,1,4.8,17,95,7,1
5199,Security,25895.0,36,1,2.2,25,70,4,0
5200,Security,31771.0,12,23,2.4,47,42,8,0
5201,Support,6384.0,12,16,3.4,20,78,8,0
5202,Cloud,27689.0,36,23,3.4,27,47,9,0
5203,Support,,36,8,3.3,19,21,3,0
5204,Cloud,13252.0,24,21,3.3,51,53,1,1
5205,Cloud,35844.0,36,0,2.2,44,62,0,0
5206,Support,35151.0,36,9,2.7,19,23,7,0
5207,Support,45006.0,36,27,3.4,58,80,7,0
5208,Cloud,28365.0,12,22,3.7,3,61,6,0
5209,Support,11026.0,24,14,2.0,35,61,2,0
5210,Cloud,37767.0,12,20,3.8,53,55,2,0
5211,Security,,36,14,4.7,33,89,9,0
5212,Support,15482.0,24,24,4.0,44,50,7,0
5213,Security,46432.0,36,22,1.3,12,11,7,0
5214,Infrastructure,30108.0,12,20,2.9,30,58,1,0
5215,Security,5493.0,12,28,2.7,51,87,0,0
5216,Security,21465.0,36,1,2.3,38,37,0,0
5217,Cloud,,24,13,3.0,6,41,0,0
5218,Security,,12,3,2.8,16,85,2,0
5219,Support,18833.0,36,17,1.0,41,86,0,0
5220,Cloud,7970.0,36,8,1.9,11,31,7,0
5221,Infrastructure,37779.0,36,1,1.9,56,51,7,0
5222,Support,34958.0,24,1,2.4,54,38,8,0
5223,Infrastructure,22145.0,36,17,1.7,58,88,3,0
5224,Security,40953.0,36,16,1.3,53,77,7,0
5225,Support,6806.0,12,8,1.8,29,42,6,0
5226,Support,10664.0,36,7,4.4,47,55,3,0
5227,Infrastructure,33900.0,24,1,4.2,33,18,0,0
5228,Support,19126.0,36,1,2.8,21,47,2,0
5229,Support,10154.0,24,4,4.5,20,89,7,0
5230,Support,27208.0,36,11,1.9,8,35,7,0
5231,Security,18767.0,36,28,3.3,11,52,1,1
5232,Infrastructure,25043.0,36,29,1.6,16,62,6,0
5233,Support,6525.0,24,27,4.3,15,36,0,0
5234,Cloud,38528.0,12,15,1.5,4,20,3,0
5235,Cloud,21978.0,24,13,1.1,18,35,6,0
5236,Cloud,6055.0,12,19,2.1,56,87,3,1
5237,Cloud,15046.0,24,1,4.6,27,66,3,0
5238,Security,40851.0,36,23,1.5,16,10,6,0
5239,Support,20678.0,36,7,2.3,21,20,0,0
5240,Infrastructure,49876.0,12,28,2.3,34,39,4,0
5241,Support,31624.0,12,3,4.2,48,97,5,0
5242,Security,47418.0,24,29,2.7,58,13,6,0
5243,Cloud,43725.0,24,19,3.4,14,95,6,0
5244,Security,10255.0,12,8,2.6,18,81,6,0
5245,Support,14411.0,12,19,3.2,46,89,1,0
5246,Infrastructure,47459.0,24,25,1.2,49,42,5,1
5247,Security,41163.0,12,26,2.5,25,42,8,1
5248,Infrastructure,38971.0,12,24,4.4,43,83,6,0
5249,Security,36235.0,12,18,3.8,59,75,6,1
5250,Infrastructure,24194.0,12,1,4.9,43,13,1,0
5251,Infrastructure,24476.0,36,15,4.2,55,96,6,0
5252,Cloud,8044.0,36,10,2.8,34,60,8,1
5253,Infrastructure,,12,7,3.7,42,36,2,0
5254,Cloud,26057.0,24,11,4.1,22,42,1,0
5255,Support,8514.0,36,2,2.1,9,93,5,0
5256,Support,14990.0,24,12,1.2,21,86,1,0
5257,Cloud,43960.0,24,1,2.6,46,84,0,1
5258,Cloud,48535.0,36,12,1.6,54,92,9,1
5259,Security,12507.0,24,26,2.1,10,41,3,0
5260,Security,9857.0,24,7,4.8,54,76,8,0
5261,Security,17118.0,12,14,4.4,25,86,9,1
5262,Support,8146.0,12,23,3.4,0,37,2,0
5263,Security,31401.0,12,20,2.6,51,95,2,0
5264,Infrastructure,31177.0,36,8,2.1,35,66,5,0
5265,Infrastructure,43524.0,12,10,3.3,52,28,5,0
5266,Security,9414.0,24,21,3.1,57,40,7,1
5267,Infrastructure,22494.0,24,20,4.1,20,93,9,0
5268,Support,25437.0,24,27,4.7,7,62,5,0
5269,Infrastructure,8937.0,24,2,2.3,19,97,7,0
5270,Support,,24,6,1.8,44,41,7,0
5271,Cloud,26326.0,36,13,2.6,16,18,6,0
5272,Cloud,43665.0,24,14,2.8,14,60,4,0
5273,Cloud,13974.0,36,8,1.2,20,92,3,0
5274,Cloud,22500.0,24,19,4.4,0,32,0,0
5275,Infrastructure,6750.0,36,10,5.0,59,34,5,0
5276,Security,9027.0,36,6,4.7,2,55,7,0
5277,Infrastructure,49296.0,24,11,4.4,30,53,3,0
5278,Support,10745.0,24,18,5.0,55,75,6,0
5279,Infrastructure,26448.0,24,26,4.6,57,76,2,1
5280,Infrastructure,47447.0,24,17,3.8,30,37,4,0
5281,Support,33451.0,12,12,1.7,20,87,6,0
5282,Cloud,33207.0,12,10,1.6,22,33,8,0
5283,Cloud,10938.0,36,0,1.2,16,65,8,0
5284,Cloud,17150.0,36,5,2.6,21,59,6,0
5285,Security,18406.0,12,20,4.2,59,12,3,0
5286,Support,24781.0,36,1,3.0,55,32,5,0
5287,Support,42621.0,24,12,2.5,21,43,3,0
5288,Infrastructure,23325.0,36,12,1.4,35,18,2,1
5289,Security,8148.0,36,18,1.2,58,91,8,1
5290,Cloud,33879.0,36,8,2.6,7,68,4,0
5291,Security,12933.0,12,18,1.4,46,75,7,0
5292,Support,14436.0,12,22,1.4,7,31,2,1
5293,Support,22669.0,36,0,2.6,13,44,8,0
5294,Infrastructure,11474.0,24,22,3.0,37,40,0,0
5295,Infrastructure,,36,24,1.7,23,99,1,0
5296,Support,38538.0,12,27,3.7,59,87,3,0
5297,Cloud,6843.0,24,26,2.7,21,57,1,0
5298,Cloud,5073.0,36,7,1.4,14,62,8,0
5299,Security,21059.0,12,22,3.5,19,84,6,1
5300,Support,25733.0,24,25,2.4,26,41,1,1
5301,Support,45768.0,36,13,1.2,27,94,3,0
5302,Cloud,30395.0,12,23,4.8,21,96,5,0
5303,Cloud,,24,15,3.3,30,97,1,0
5304,Support,18273.0,36,28,2.9,8,21,8,0
5305,Infrastructure,38099.0,24,3,4.4,55,71,2,0
5306,Support,12512.0,24,17,4.7,22,12,1,0
5307,Support,33231.0,24,13,1.9,4,15,3,0
5308,Cloud,28274.0,12,29,4.2,44,21,4,0
5309,Cloud,42699.0,36,26,4.3,38,62,3,0
5310,Infrastructure,27409.0,24,8,1.2,16,29,2,0
5311,Infrastructure,10113.0,24,14,3.8,39,15,2,1
5312,Security,46187.0,24,2,1.3,4,93,2,0
5313,Support,7881.0,12,29,3.4,54,23,2,0
5314,Cloud,,24,26,3.7,6,65,5,0
5315,Infrastructure,40343.0,12,3,2.5,7,50,3,0
5316,Security,17714.0,12,22,4.5,6,58,6,0
5317,Security,43953.0,24,17,4.2,21,74,6,0
5318,Cloud,13656.0,24,13,4.7,43,93,3,0
5319,Cloud,10741.0,12,14,2.3,37,95,0,0
5320,Security,21661.0,12,7,1.1,52,40,8,1
5321,Infrastructure,36555.0,24,27,4.2,20,37,6,0
5322,Security,,12,9,1.9,3,21,5,0
5323,Support,37833.0,12,23,2.9,31,25,4,0
5324,Support,42030.0,24,11,4.3,54,44,8,0
5325,Cloud,10704.0,24,20,1.9,28,53,8,0
5326,Infrastructure,46362.0,36,8,2.2,59,77,9,0
5327,Infrastructure,17175.0,24,7,2.8,58,19,5,1
5328,Support,17696.0,24,16,2.1,29,12,7,0
5329,Security,44023.0,24,8,2.8,2,40,6,0
5330,Cloud,45209.0,36,12,1.0,4,61,0,0
5331,Security,33054.0,12,29,1.8,18,74,1,0
5332,Security,26076.0,24,13,4.3,7,14,8,1
5333,Security,19986.0,24,4,2.7,36,14,9,0
5334,Infrastructure,19440.0,36,8,3.5,30,75,3,0
5335,Support,12960.0,36,24,1.9,26,24,2,0
5336,Infrastructure,27462.0,36,25,3.6,12,74,1,1
5337,Support,22821.0,12,25,5.0,41,30,7,0
5338,Cloud,,36,15,3.4,5,80,6,0
5339,Cloud,,12,18,3.5,0,20,8,1
5340,Security,28416.0,24,23,1.4,29,99,2,0
5341,Support,27115.0,24,22,2.6,10,51,0,0
5342,Support,29968.0,24,6,4.4,51,75,8,0
5343,Support,27731.0,36,11,4.3,40,70,4,0
5344,Security,27785.0,24,25,3.1,30,69,4,1
5345,Security,44397.0,36,1,4.6,15,23,2,0
5346,Cloud,18828.0,12,17,1.6,14,14,7,0
5347,Infrastructure,9541.0,24,17,3.6,4,40,7,0
5348,Support,45644.0,12,15,2.0,14,57,0,0
5349,Support,18311.0,36,28,3.6,0,41,3,0
5350,Infrastructure,35531.0,36,10,1.3,14,66,5,1
5351,Support,19588.0,24,1,4.8,35,43,8,0
5352,Security,17380.0,24,13,4.1,59,83,1,1
5353,Security,47645.0,36,3,1.8,47,36,6,0
5354,Support,22818.0,24,6,3.5,53,91,9,1
5355,Security,35857.0,24,1,4.0,38,14,0,0
5356,Security,26711.0,12,20,1.8,54,26,9,1
5357,Support,10097.0,36,13,1.4,7,84,3,0
5358,Cloud,33393.0,12,6,2.4,52,78,9,0
5359,Infrastructure,27076.0,24,8,1.5,21,65,6,1
5360,Security,23738.0,12,7,3.3,26,47,2,0
5361,Cloud,34317.0,36,8,2.7,58,63,2,0
5362,Security,44229.0,12,6,2.8,33,57,3,0
5363,Security,,12,18,3.2,29,94,7,0
5364,Infrastructure,10497.0,24,16,4.9,11,97,2,1
5365,Security,18751.0,36,25,4.2,57,89,7,0
5366,Infrastructure,34882.0,24,22,3.5,59,58,9,0
5367,Infrastructure,47072.0,24,12,2.5,1,50,8,1
5368,Infrastructure,,36,10,1.1,45,31,7,0
5369,Cloud,48826.0,12,21,1.5,50,66,7,0
5370,Support,27449.0,24,17,3.9,51,75,8,1
5371,Cloud,49028.0,12,16,2.5,37,28,3,0
5372,Support,38402.0,36,27,2.3,21,11,2,0
5373,Support,,24,15,4.6,50,84,7,1
5374,Infrastructure,34362.0,12,9,2.9,16,42,0,1
5375,Security,32315.0,12,3,4.6,34,82,9,1
5376,Infrastructure,32746.0,24,29,4.5,51,68,0,0
5377,Security,15057.0,36,3,1.3,56,98,3,0
5378,Support,47915.0,12,21,4.8,41,15,9,0
5379,Infrastructure,26061.0,36,10,1.3,55,20,2,0
5380,Security,39157.0,24,20,4.9,44,36,9,0
5381,Cloud,16322.0,12,24,2.8,51,81,1,0
5382,Security,,12,7,4.0,22,54,8,0
5383,Infrastructure,17306.0,12,8,3.8,28,40,4,0
5384,Cloud,39017.0,36,15,3.1,28,72,2,1
5385,Security,32742.0,12,9,3.5,56,53,8,0
5386,Security,36600.0,12,22,4.8,49,50,7,0
5387,Security,,24,8,4.7,18,56,3,0
5388,Security,13245.0,12,2,3.6,16,78,9,0
5389,Security,36414.0,36,24,3.6,7,88,4,0
5390,Cloud,48870.0,24,1,2.0,49,11,4,0
5391,Support,35098.0,24,8,4.3,6,24,7,0
5392,Cloud,15588.0,12,12,3.5,54,29,6,0
5393,Cloud,5442.0,24,5,4.3,10,12,2,0
5394,Cloud,44744.0,12,3,3.6,2,48,5,0
5395,Support,42443.0,24,27,2.2,1,83,5,1
5396,Infrastructure,,36,13,1.8,18,99,1,0
5397,Support,45721.0,12,27,1.3,27,19,0,0
5398,Cloud,,36,28,3.3,55,49,6,0
5399,Security,,12,10,2.1,27,22,2,0
5400,Security,12058.0,36,1,3.5,24,94,4,0
5401,Cloud,22206.0,36,28,1.2,10,53,7,0
5402,Security,16894.0,24,25,2.5,39,41,4,0
5403,Cloud,7939.0,12,2,2.0,42,82,4,0
5404,Security,27149.0,24,4,2.5,1,39,4,0
5405,Support,6031.0,36,24,1.2,11,10,6,1
5406,Infrastructure,15208.0,12,6,3.9,40,62,1,0
5407,Infrastructure,5562.0,36,10,1.5,37,85,0,0
5408,Support,48498.0,36,11,1.1,11,53,3,1
5409,Support,25951.0,36,28,4.8,49,44,4,0
5410,Cloud,33351.0,36,10,1.8,24,97,6,0
5411,Cloud,23680.0,24,18,4.3,36,49,0,0
5412,Cloud,26586.0,36,12,4.9,30,54,8,1
5413,Security,14308.0,24,3,3.1,53,69,9,0
5414,Cloud,14609.0,36,13,3.1,16,72,3,0
5415,Support,,12,11,2.5,47,19,5,0
5416,Infrastructure,22675.0,36,26,2.7,11,56,0,0
5417,Security,33064.0,36,1,2.9,29,33,8,0
5418,Cloud,13720.0,12,29,1.6,1,66,3,1
5419,Security,47940.0,12,7,2.5,15,27,4,0
5420,Security,19457.0,36,21,4.3,0,66,7,0
5421,Cloud,7939.0,36,18,1.7,51,81,5,0
5422,Security,43203.0,24,12,3.9,33,55,9,0
5423,Infrastructure,28365.0,12,20,3.6,44,52,2,1
5424,Support,,12,20,1.2,47,86,9,0
5425,Support,30905.0,24,27,1.1,0,25,7,0
5426,Infrastructure,12972.0,36,0,2.4,50,23,5,0
5427,Security,35653.0,36,28,3.8,35,18,1,0
5428,Cloud,31329.0,12,4,2.3,51,82,4,0
5429,Security,24184.0,24,21,3.7,2,78,2,0
5430,Infrastructure,19799.0,36,25,3.7,33,70,3,1
5431,Security,20052.0,12,25,4.2,11,20,8,0
5432,Support,11044.0,36,26,1.4,55,28,2,0
5433,Security,24871.0,36,10,3.3,57,73,4,0
5434,Infrastructure,28767.0,36,10,1.2,44,47,7,0
5435,Support,25234.0,12,12,1.7,26,19,8,1
5436,Security,26381.0,24,1,2.3,49,25,6,1
5437,Security,,24,18,3.8,36,78,3,1
5438,Support,27304.0,36,15,4.9,54,91,8,1
5439,Cloud,,24,25,2.4,24,51,1,0
5440,Support,43412.0,36,4,3.1,11,53,1,0
5441,Cloud,30965.0,12,13,2.0,50,62,3,0
5442,Infrastructure,23384.0,12,28,3.7,32,44,1,1
5443,Infrastructure,,12,18,2.5,8,45,2,1
5444,Support,22920.0,36,4,2.9,0,31,4,0
5445,Support,21702.0,24,20,3.3,55,33,2,0
5446,Infrastructure,42921.0,12,23,3.7,49,85,0,0
5447,Cloud,6894.0,36,25,1.2,22,21,2,0
5448,Infrastructure,35985.0,24,8,3.2,27,44,5,1
5449,Support,33287.0,24,23,2.7,2,59,2,0
5450,Infrastructure,12991.0,24,11,1.5,37,92,8,0
5451,Support,,36,15,1.8,53,87,2,0
5452,Support,34084.0,36,18,4.5,35,96,2,0
5453,Infrastructure,47235.0,36,14,4.5,55,49,2,0
5454,Cloud,32659.0,12,16,1.1,43,31,4,0
5455,Security,29976.0,36,29,3.8,43,56,6,0
5456,Infrastructure,43703.0,12,14,3.2,4,84,4,0
5457,Security,22107.0,12,2,4.8,54,75,8,0
5458,Infrastructure,7329.0,12,16,4.6,28,19,5,0
5459,Security,47095.0,36,12,3.3,52,52,0,0
5460,Cloud,7770.0,12,26,1.6,12,78,8,0
5461,Cloud,9846.0,36,8,2.8,43,94,2,0
5462,Infrastructure,21651.0,36,27,3.9,3,34,7,0
5463,Support,19633.0,12,12,4.8,5,56,2,0
5464,Security,18628.0,12,15,2.5,50,16,7,0
5465,Support,5569.0,12,18,4.1,37,37,3,0
5466,Support,6973.0,36,13,3.7,5,89,0,0
5467,Support,40590.0,36,7,1.3,10,54,5,0
5468,Cloud,38038.0,12,21,3.2,26,76,6,0
5469,Infrastructure,12641.0,12,18,1.7,53,92,7,0
5470,Infrastructure,13930.0,24,24,3.7,45,21,5,0
5471,Cloud,11680.0,12,23,3.4,58,92,0,0
5472,Cloud,6257.0,24,2,4.9,34,20,4,0
5473,Infrastructure,13250.0,24,22,4.7,39,12,8,1
5474,Support,43138.0,36,20,1.0,3,70,2,0
5475,Security,33757.0,36,17,1.3,26,75,4,0
5476,Security,,24,15,4.1,15,65,5,0
5477,Security,46349.0,24,13,3.7,17,35,4,0
5478,Support,,12,15,4.2,6,95,3,0
5479,Infrastructure,30294.0,24,23,2.1,10,90,1,0
5480,Cloud,11908.0,12,16,4.4,7,43,4,0
5481,Infrastructure,15844.0,36,19,2.8,58,64,9,1
5482,Support,42629.0,12,10,2.0,51,88,0,0
5483,Cloud,7911.0,36,12,1.0,5,85,0,0
5484,Support,13991.0,24,10,4.5,55,25,7,0
5485,Security,16572.0,24,27,3.1,47,89,3,1
5486,Security,48066.0,24,28,4.9,4,48,0,0
5487,Support,34693.0,12,3,3.9,56,15,1,0
5488,Cloud,45004.0,36,28,1.3,5,81,4,0
5489,Cloud,43333.0,36,25,3.4,37,61,6,0
5490,Infrastructure,22493.0,36,13,1.1,59,34,4,0
5491,Security,44697.0,36,4,3.2,1,65,9,1
5492,Infrastructure,22634.0,36,3,2.4,30,92,5,0
5493,Infrastructure,29561.0,12,0,3.6,38,28,6,0
5494,Support,23033.0,36,13,3.2,31,85,2,1
5495,Support,12351.0,24,6,2.0,8,82,9,1
5496,Infrastructure,30921.0,36,9,1.6,14,36,4,1
5497,Security,24340.0,24,26,2.6,20,14,7,0
5498,Support,19901.0,12,1,4.9,45,35,5,0
5499,Infrastructure,15638.0,12,9,2.7,52,39,1,0
5500,Infrastructure,43596.0,24,2,4.0,27,87,8,0
5501,Infrastructure,26378.0,36,20,1.2,44,44,1,0
5502,Infrastructure,49324.0,12,7,2.5,26,84,5,0
5503,Infrastructure,,12,9,3.3,4,62,1,0
5504,Infrastructure,30060.0,12,7,4.0,16,77,9,0
5505,Support,,36,13,3.1,36,42,6,0
5506,Security,30378.0,24,17,3.1,57,79,0,0
5507,Infrastructure,13150.0,24,8,4.1,23,37,3,1
5508,Cloud,47875.0,36,21,2.3,30,83,7,0
5509,Support,29059.0,12,8,1.4,34,45,8,0
5510,Support,39525.0,36,29,2.4,40,58,9,0
5511,Infrastructure,23193.0,36,3,1.6,40,99,2,0
5512,Support,,24,2,4.9,53,95,8,0
5513,Infrastructure,32801.0,36,13,3.3,3,62,7,0
5514,Security,,36,13,2.8,19,78,3,0
5515,Security,,12,20,4.6,42,11,0,0
5516,Support,22535.0,12,15,4.6,16,89,9,0
5517,Support,,24,4,2.7,45,80,4,0
5518,Cloud,36357.0,12,19,4.5,9,73,6,1
5519,Support,11302.0,36,28,1.3,36,30,4,0
5520,Cloud,,36,22,4.5,20,44,4,1
5521,Security,9747.0,36,23,2.2,20,55,4,0
5522,Security,,24,14,3.3,59,95,2,0
5523,Infrastructure,15686.0,12,20,2.1,48,57,5,1
5524,Security,42449.0,36,8,4.9,15,31,3,0
5525,Cloud,23891.0,12,6,1.3,32,15,9,0
5526,Support,41196.0,12,12,2.8,9,42,1,0
5527,Infrastructure,34928.0,12,28,3.5,43,48,3,0
5528,Cloud,12494.0,12,22,3.5,17,52,5,0
5529,Support,41723.0,24,7,4.0,32,34,5,0
5530,Infrastructure,34877.0,24,11,3.9,28,27,8,0
5531,Security,32981.0,24,3,4.2,30,50,7,0
5532,Cloud,19026.0,36,15,1.9,23,44,4,1
5533,Support,25422.0,36,25,2.5,59,33,9,0
5534,Infrastructure,14244.0,36,28,2.5,11,64,2,0
5535,Infrastructure,38481.0,24,28,4.8,19,49,3,0
5536,Security,28644.0,12,5,2.6,5,96,4,0
5537,Support,48848.0,24,4,1.9,7,38,0,0
5538,Security,13521.0,36,0,3.5,13,19,8,0
5539,Security,6746.0,36,13,2.7,4,88,3,0
5540,Support,,12,28,2.0,53,19,7,0
5541,Support,,24,8,3.9,35,99,4,0
5542,Support,,12,17,1.8,53,73,4,0
5543,Cloud,17012.0,24,5,3.5,47,38,1,1
5544,Support,19688.0,36,14,2.7,37,27,7,0
5545,Infrastructure,28457.0,12,15,2.3,2,11,9,0
5546,Security,10036.0,12,7,4.8,35,34,6,0
5547,Cloud,44895.0,24,18,2.3,21,94,1,0
5548,Support,34960.0,24,4,2.4,7,60,5,0
5549,Cloud,41486.0,24,13,4.5,13,31,8,0
5550,Support,27159.0,36,6,1.5,6,18,7,0
5551,Cloud,12910.0,24,3,1.4,3,98,9,0
5552,Security,7693.0,36,29,2.1,18,98,2,0
5553,Security,20858.0,24,27,3.4,42,83,6,0
5554,Infrastructure,33810.0,24,20,2.5,46,13,3,0
5555,Infrastructure,25092.0,36,0,3.4,23,30,3,0
5556,Support,28243.0,24,3,1.6,15,39,6,1
5557,Security,35505.0,36,29,2.0,5,42,6,0
5558,Cloud,12692.0,36,13,3.3,43,52,0,0
5559,Cloud,33555.0,24,22,1.9,7,99,0,0
5560,Cloud,11398.0,24,15,2.7,24,11,5,0
5561,Infrastructure,12252.0,12,27,3.3,31,96,1,0
5562,Cloud,16721.0,24,25,4.9,24,40,2,0
5563,Infrastructure,22939.0,12,6,1.3,9,13,1,0
5564,Infrastructure,16825.0,24,9,2.8,42,56,1,0
5565,Support,30251.0,36,9,2.6,40,93,7,0
5566,Cloud,41955.0,36,3,4.3,57,98,7,0
5567,Cloud,29151.0,12,11,4.6,16,54,5,0
5568,Security,5036.0,24,5,4.6,59,74,2,1
5569,Support,33412.0,12,12,2.5,45,75,4,0
5570,Security,23171.0,24,20,2.2,2,15,6,0
5571,Support,44051.0,24,0,2.8,8,16,4,0
5572,Cloud,37761.0,36,7,2.4,51,60,6,0
5573,Infrastructure,20202.0,12,27,3.9,57,77,9,0
5574,Infrastructure,13060.0,36,22,1.9,59,27,6,0
5575,Infrastructure,13065.0,36,15,3.6,17,50,3,0
5576,Infrastructure,,36,4,4.7,48,78,9,0
5577,Infrastructure,41648.0,12,28,2.1,29,34,9,0
5578,Security,10932.0,24,25,3.7,4,65,5,0
5579,Support,31470.0,24,25,1.6,51,10,8,1
5580,Cloud,13328.0,12,6,1.5,31,64,3,0
5581,Security,11333.0,24,25,1.5,52,12,9,0
5582,Support,16268.0,12,2,1.6,26,63,0,0
5583,Infrastructure,10067.0,12,23,1.9,20,90,7,0
5584,Support,49843.0,24,20,3.3,23,41,3,1
5585,Support,22045.0,36,1,4.1,37,97,7,0
5586,Infrastructure,45741.0,12,1,1.5,2,11,8,0
5587,Infrastructure,27770.0,12,19,4.5,15,74,7,0
5588,Infrastructure,47770.0,12,22,4.4,14,17,0,0
5589,Cloud,12887.0,12,29,3.9,24,67,8,0
5590,Infrastructure,38182.0,24,9,2.7,7,62,4,0
5591,Cloud,37370.0,24,19,1.0,40,53,7,0
5592,Infrastructure,44618.0,12,8,3.9,3,82,5,0
5593,Cloud,29918.0,36,17,4.5,31,37,6,0
5594,Support,40497.0,24,5,2.3,44,28,2,0
5595,Security,33026.0,36,19,3.9,55,65,8,1
5596,Support,16929.0,36,5,1.2,58,29,8,0
5597,Support,41665.0,12,25,3.8,34,80,9,0
5598,Infrastructure,39937.0,24,24,1.3,52,65,1,0
5599,Cloud,18563.0,12,9,3.3,29,44,3,0
5600,Security,33546.0,12,27,3.4,38,28,3,0
5601,Infrastructure,17888.0,36,24,2.2,47,90,0,0
5602,Infrastructure,42338.0,36,8,1.3,48,72,3,0
5603,Infrastructure,39283.0,36,8,4.8,29,91,2,0
5604,Support,21958.0,12,2,3.1,16,16,1,0
5605,Cloud,17634.0,12,11,3.3,18,36,5,0
5606,Cloud,24251.0,12,10,3.5,51,48,2,0
5607,Security,24928.0,12,13,4.6,30,39,9,0
5608,Cloud,42245.0,12,24,1.2,16,32,8,0
5609,Cloud,21455.0,12,18,4.6,55,93,8,0
5610,Infrastructure,32144.0,12,9,2.0,1,32,7,0
5611,Infrastructure,33013.0,12,18,1.3,58,99,7,1
5612,Support,26876.0,24,4,3.6,36,56,1,0
5613,Infrastructure,31962.0,24,21,4.9,47,87,5,0
5614,Infrastructure,,24,8,1.2,28,57,3,0
5615,Infrastructure,47319.0,24,0,2.7,29,72,9,0
5616,Infrastructure,26143.0,12,14,3.1,53,18,1,0
